entity_id,state,timestamp,last_changed
sensor.shelly_pro_3_em_netzbezug,208,1765494000.0,2025-12-12T00:00:00
sensor.shelly_pro_3_em_netzbezug,199,1765494171.273745,2025-12-12T00:02:51.273745
sensor.shelly_pro_3_em_netzbezug,200,1765494471.2699678,2025-12-12T00:07:51.269968
sensor.shelly_pro_3_em_netzbezug,177,1765494737.3136618,2025-12-12T00:12:17.313662
sensor.shelly_pro_3_em_netzbezug,181,1765495362.2918231,2025-12-12T00:22:42.291823
sensor.shelly_pro_3_em_netzbezug,178,1765495662.2719557,2025-12-12T00:27:42.271956
sensor.shelly_pro_3_em_netzbezug,199,1765495987.4133434,2025-12-12T00:33:07.413343
sensor.shelly_pro_3_em_netzbezug,200,1765496287.2855613,2025-12-12T00:38:07.285561
sensor.shelly_pro_3_em_netzbezug,198,1765496552.269978,2025-12-12T00:42:32.269978
sensor.shelly_pro_3_em_netzbezug,196,1765496852.2704158,2025-12-12T00:47:32.270416
sensor.shelly_pro_3_em_netzbezug,197,1765497477.2933435,2025-12-12T00:57:57.293344
sensor.shelly_pro_3_em_netzbezug,196,1765498102.3076684,2025-12-12T01:08:22.307668
sensor.shelly_pro_3_em_netzbezug,178,1765498367.2711868,2025-12-12T01:12:47.271187
sensor.shelly_pro_3_em_netzbezug,184,1765498992.2734835,2025-12-12T01:23:12.273484
sensor.shelly_pro_3_em_netzbezug,186,1765499292.2731774,2025-12-12T01:28:12.273177
sensor.shelly_pro_3_em_netzbezug,205,1765499617.275212,2025-12-12T01:33:37.275212
sensor.shelly_pro_3_em_netzbezug,206,1765499857.2785442,2025-12-12T01:37:37.278544
sensor.shelly_pro_3_em_netzbezug,213,1765500242.2814894,2025-12-12T01:44:02.281489
sensor.shelly_pro_3_em_netzbezug,197,1765500482.273963,2025-12-12T01:48:02.273963
sensor.shelly_pro_3_em_netzbezug,199,1765500807.4356425,2025-12-12T01:53:27.435642
sensor.shelly_pro_3_em_netzbezug,195,1765501107.272463,2025-12-12T01:58:27.272463
sensor.shelly_pro_3_em_netzbezug,200,1765501432.4172795,2025-12-12T02:03:52.417279
sensor.shelly_pro_3_em_netzbezug,177,1765501672.2726219,2025-12-12T02:07:52.272622
sensor.shelly_pro_3_em_netzbezug,176,1765501972.276798,2025-12-12T02:12:52.276798
sensor.shelly_pro_3_em_netzbezug,173,1765502297.2791584,2025-12-12T02:18:17.279158
sensor.shelly_pro_3_em_netzbezug,195,1765502597.2797637,2025-12-12T02:23:17.279764
sensor.shelly_pro_3_em_netzbezug,197,1765502923.3124416,2025-12-12T02:28:43.312442
sensor.shelly_pro_3_em_netzbezug,195,1765503223.2739828,2025-12-12T02:33:43.273983
sensor.shelly_pro_3_em_netzbezug,194,1765503488.3279798,2025-12-12T02:38:08.327980
sensor.shelly_pro_3_em_netzbezug,192,1765503788.2793882,2025-12-12T02:43:08.279388
sensor.shelly_pro_3_em_netzbezug,193,1765504113.3263252,2025-12-12T02:48:33.326325
sensor.shelly_pro_3_em_netzbezug,174,1765504413.3239954,2025-12-12T02:53:33.323995
sensor.shelly_pro_3_em_netzbezug,173,1765504738.2869318,2025-12-12T02:58:58.286932
sensor.shelly_pro_3_em_netzbezug,174,1765505038.2750885,2025-12-12T03:03:58.275089
sensor.shelly_pro_3_em_netzbezug,175,1765505303.2819402,2025-12-12T03:08:23.281940
sensor.shelly_pro_3_em_netzbezug,173,1765505603.273438,2025-12-12T03:13:23.273438
sensor.shelly_pro_3_em_netzbezug,174,1765506228.2780704,2025-12-12T03:23:48.278070
sensor.shelly_pro_3_em_netzbezug,194,1765506553.2756138,2025-12-12T03:29:13.275614
sensor.shelly_pro_3_em_netzbezug,198,1765506853.2722416,2025-12-12T03:34:13.272242
sensor.shelly_pro_3_em_netzbezug,194,1765507118.2800808,2025-12-12T03:38:38.280081
sensor.shelly_pro_3_em_netzbezug,193,1765507743.282249,2025-12-12T03:49:03.282249
sensor.shelly_pro_3_em_netzbezug,198,1765508043.2908897,2025-12-12T03:54:03.290890
sensor.shelly_pro_3_em_netzbezug,194,1765508368.3549051,2025-12-12T03:59:28.354905
sensor.shelly_pro_3_em_netzbezug,192,1765508668.2754598,2025-12-12T04:04:28.275460
sensor.shelly_pro_3_em_netzbezug,177,1765508993.2968745,2025-12-12T04:09:53.296875
sensor.shelly_pro_3_em_netzbezug,197,1765509558.4102266,2025-12-12T04:19:18.410227
sensor.shelly_pro_3_em_netzbezug,173,1765509858.2818487,2025-12-12T04:24:18.281849
sensor.shelly_pro_3_em_netzbezug,174,1765510483.2659798,2025-12-12T04:34:43.265980
sensor.shelly_pro_3_em_netzbezug,171,1765510808.428375,2025-12-12T04:40:08.428375
sensor.shelly_pro_3_em_netzbezug,196,1765511048.2738535,2025-12-12T04:44:08.273854
sensor.shelly_pro_3_em_netzbezug,193,1765511348.2732744,2025-12-12T04:49:08.273274
sensor.shelly_pro_3_em_netzbezug,192,1765511673.2691183,2025-12-12T04:54:33.269118
sensor.shelly_pro_3_em_netzbezug,191,1765511973.2744193,2025-12-12T04:59:33.274419
sensor.shelly_pro_3_em_netzbezug,189,1765512238.2958088,2025-12-12T05:03:58.295809
sensor.shelly_pro_3_em_netzbezug,181,1765512598.2696726,2025-12-12T05:09:58.269673
sensor.shelly_pro_3_em_netzbezug,173,1765512863.3009317,2025-12-12T05:14:23.300932
sensor.shelly_pro_3_em_netzbezug,192,1765513488.2976632,2025-12-12T05:24:48.297663
sensor.shelly_pro_3_em_netzbezug,194,1765513788.2735186,2025-12-12T05:29:48.273519
sensor.shelly_pro_3_em_netzbezug,173,1765514053.2731886,2025-12-12T05:34:13.273189
sensor.shelly_pro_3_em_netzbezug,171,1765514353.2751868,2025-12-12T05:39:13.275187
sensor.shelly_pro_3_em_netzbezug,173,1765514678.2813118,2025-12-12T05:44:38.281312
sensor.shelly_pro_3_em_netzbezug,201,1765514978.2775283,2025-12-12T05:49:38.277528
sensor.shelly_pro_3_em_netzbezug,195,1765515303.2775848,2025-12-12T05:55:03.277585
sensor.shelly_pro_3_em_netzbezug,193,1765515603.2865229,2025-12-12T06:00:03.286523
sensor.shelly_pro_3_em_netzbezug,219,1765516493.310559,2025-12-12T06:14:53.310559
sensor.shelly_pro_3_em_netzbezug,194,1765516793.2801085,2025-12-12T06:19:53.280108
sensor.shelly_pro_3_em_netzbezug,192,1765517118.2866576,2025-12-12T06:25:18.286658
sensor.shelly_pro_3_em_netzbezug,190,1765517418.2836547,2025-12-12T06:30:18.283655
sensor.shelly_pro_3_em_netzbezug,173,1765517743.2771275,2025-12-12T06:35:43.277128
sensor.shelly_pro_3_em_netzbezug,203,1765517983.2909482,2025-12-12T06:39:43.290948
sensor.shelly_pro_3_em_netzbezug,226,1765518308.4490488,2025-12-12T06:45:08.449049
sensor.shelly_pro_3_em_netzbezug,232,1765518608.2964673,2025-12-12T06:50:08.296467
sensor.shelly_pro_3_em_netzbezug,238,1765518936.436424,2025-12-12T06:55:36.436424
sensor.shelly_pro_3_em_netzbezug,1301,1765519236.2994516,2025-12-12T07:00:36.299452
sensor.shelly_pro_3_em_netzbezug,1634,1765519561.429117,2025-12-12T07:06:01.429117
sensor.shelly_pro_3_em_netzbezug,1633,1765519801.313215,2025-12-12T07:10:01.313215
sensor.shelly_pro_3_em_netzbezug,269,1765520101.3049352,2025-12-12T07:15:01.304935
sensor.shelly_pro_3_em_netzbezug,1649,1765520427.2889416,2025-12-12T07:20:27.288942
sensor.shelly_pro_3_em_netzbezug,254,1765520727.2763393,2025-12-12T07:25:27.276339
sensor.shelly_pro_3_em_netzbezug,237,1765521052.4043138,2025-12-12T07:30:52.404314
sensor.shelly_pro_3_em_netzbezug,245,1765521352.2953303,2025-12-12T07:35:52.295330
sensor.shelly_pro_3_em_netzbezug,235,1765521918.2845962,2025-12-12T07:45:18.284596
sensor.shelly_pro_3_em_netzbezug,201,1765522243.3066897,2025-12-12T07:50:43.306690
sensor.shelly_pro_3_em_netzbezug,235,1765522543.291854,2025-12-12T07:55:43.291854
sensor.shelly_pro_3_em_netzbezug,247,1765522808.3181872,2025-12-12T08:00:08.318187
sensor.shelly_pro_3_em_netzbezug,255,1765523168.2933977,2025-12-12T08:06:08.293398
sensor.shelly_pro_3_em_netzbezug,266,1765523433.291154,2025-12-12T08:10:33.291154
sensor.shelly_pro_3_em_netzbezug,225,1765523733.37496,2025-12-12T08:15:33.374960
sensor.shelly_pro_3_em_netzbezug,184,1765524059.2848935,2025-12-12T08:20:59.284894
sensor.shelly_pro_3_em_netzbezug,200,1765524359.3198204,2025-12-12T08:25:59.319820
sensor.shelly_pro_3_em_netzbezug,196,1765524624.307353,2025-12-12T08:30:24.307353
sensor.shelly_pro_3_em_netzbezug,198,1765524924.2960103,2025-12-12T08:35:24.296010
sensor.shelly_pro_3_em_netzbezug,2783,1765525249.3053186,2025-12-12T08:40:49.305319
sensor.shelly_pro_3_em_netzbezug,401,1765525549.2995315,2025-12-12T08:45:49.299531
sensor.shelly_pro_3_em_netzbezug,3031,1765525874.297514,2025-12-12T08:51:14.297514
sensor.shelly_pro_3_em_netzbezug,488,1765526174.357181,2025-12-12T08:56:14.357181
sensor.shelly_pro_3_em_netzbezug,462,1765526500.3426278,2025-12-12T09:01:40.342628
sensor.shelly_pro_3_em_netzbezug,413,1765526740.289352,2025-12-12T09:05:40.289352
sensor.shelly_pro_3_em_netzbezug,400,1765527066.4517248,2025-12-12T09:11:06.451725
sensor.shelly_pro_3_em_netzbezug,498,1765527366.3085194,2025-12-12T09:16:06.308519
sensor.shelly_pro_3_em_netzbezug,486,1765527691.4714882,2025-12-12T09:21:31.471488
sensor.shelly_pro_3_em_netzbezug,456,1765527991.3055131,2025-12-12T09:26:31.305513
sensor.shelly_pro_3_em_netzbezug,444,1765528317.4764037,2025-12-12T09:31:57.476404
sensor.shelly_pro_3_em_netzbezug,452,1765528557.3128417,2025-12-12T09:35:57.312842
sensor.shelly_pro_3_em_netzbezug,378,1765528857.3038478,2025-12-12T09:40:57.303848
sensor.shelly_pro_3_em_netzbezug,472,1765529182.2935226,2025-12-12T09:46:22.293523
sensor.shelly_pro_3_em_netzbezug,474,1765529482.2908907,2025-12-12T09:51:22.290891
sensor.shelly_pro_3_em_netzbezug,416,1765529807.300677,2025-12-12T09:56:47.300677
sensor.shelly_pro_3_em_netzbezug,437,1765530107.3086212,2025-12-12T10:01:47.308621
sensor.shelly_pro_3_em_netzbezug,418,1765530373.332904,2025-12-12T10:06:13.332904
sensor.shelly_pro_3_em_netzbezug,1793,1765530673.3975208,2025-12-12T10:11:13.397521
sensor.shelly_pro_3_em_netzbezug,386,1765530999.313645,2025-12-12T10:16:39.313645
sensor.shelly_pro_3_em_netzbezug,357,1765531299.3026738,2025-12-12T10:21:39.302674
sensor.shelly_pro_3_em_netzbezug,412,1765531625.307913,2025-12-12T10:27:05.307913
sensor.shelly_pro_3_em_netzbezug,676,1765531925.304831,2025-12-12T10:32:05.304831
sensor.shelly_pro_3_em_netzbezug,305,1765532191.314706,2025-12-12T10:36:31.314706
sensor.shelly_pro_3_em_netzbezug,288,1765532491.2935545,2025-12-12T10:41:31.293555
sensor.shelly_pro_3_em_netzbezug,339,1765532816.3006916,2025-12-12T10:46:56.300692
sensor.shelly_pro_3_em_netzbezug,304,1765533116.3191614,2025-12-12T10:51:56.319161
sensor.shelly_pro_3_em_netzbezug,279,1765533381.3563035,2025-12-12T10:56:21.356303
sensor.shelly_pro_3_em_netzbezug,263,1765533501.2916913,2025-12-12T10:58:21.291691
sensor.shelly_pro_3_em_netzbezug,268,1765533561.3003328,2025-12-12T10:59:21.300333
sensor.shelly_pro_3_em_netzbezug,266,1765533621.306765,2025-12-12T11:00:21.306765
sensor.shelly_pro_3_em_netzbezug,252,1765533681.2886033,2025-12-12T11:01:21.288603
sensor.shelly_pro_3_em_netzbezug,259,1765533741.309603,2025-12-12T11:02:21.309603
sensor.shelly_pro_3_em_netzbezug,260,1765533801.3277557,2025-12-12T11:03:21.327756
sensor.shelly_pro_3_em_netzbezug,246,1765534006.3853562,2025-12-12T11:06:46.385356
sensor.shelly_pro_3_em_netzbezug,195,1765534306.3609939,2025-12-12T11:11:46.360994
sensor.shelly_pro_3_em_netzbezug,205,1765534631.2919292,2025-12-12T11:17:11.291929
sensor.shelly_pro_3_em_netzbezug,215,1765534931.3018925,2025-12-12T11:22:11.301893
sensor.shelly_pro_3_em_netzbezug,168,1765535257.3410535,2025-12-12T11:27:37.341053
sensor.shelly_pro_3_em_netzbezug,133,1765535497.30745,2025-12-12T11:31:37.307450
sensor.shelly_pro_3_em_netzbezug,115,1765535822.4436362,2025-12-12T11:37:02.443636
sensor.shelly_pro_3_em_netzbezug,164,1765536122.301751,2025-12-12T11:42:02.301751
sensor.shelly_pro_3_em_netzbezug,182,1765536448.4660923,2025-12-12T11:47:28.466092
sensor.shelly_pro_3_em_netzbezug,175,1765536748.2939427,2025-12-12T11:52:28.293943
sensor.shelly_pro_3_em_netzbezug,153,1765537074.4586356,2025-12-12T11:57:54.458636
sensor.shelly_pro_3_em_netzbezug,186,1765537314.307938,2025-12-12T12:01:54.307938
sensor.shelly_pro_3_em_netzbezug,196,1765537614.3241854,2025-12-12T12:06:54.324185
sensor.shelly_pro_3_em_netzbezug,161,1765537940.347685,2025-12-12T12:12:20.347685
sensor.shelly_pro_3_em_netzbezug,249,1765538240.3092482,2025-12-12T12:17:20.309248
sensor.shelly_pro_3_em_netzbezug,234,1765538565.3162537,2025-12-12T12:22:45.316254
sensor.shelly_pro_3_em_netzbezug,62,1765538865.3519695,2025-12-12T12:27:45.351969
sensor.shelly_pro_3_em_netzbezug,115,1765539131.3410144,2025-12-12T12:32:11.341014
sensor.shelly_pro_3_em_netzbezug,113,1765539431.3014965,2025-12-12T12:37:11.301497
sensor.shelly_pro_3_em_netzbezug,207,1765539756.352355,2025-12-12T12:42:36.352355
sensor.shelly_pro_3_em_netzbezug,46,1765540056.306556,2025-12-12T12:47:36.306556
sensor.shelly_pro_3_em_netzbezug,60,1765540381.5770652,2025-12-12T12:53:01.577065
sensor.shelly_pro_3_em_netzbezug,111,1765540681.3240426,2025-12-12T12:58:01.324043
sensor.shelly_pro_3_em_netzbezug,169,1765540947.3017077,2025-12-12T13:02:27.301708
sensor.shelly_pro_3_em_netzbezug,234,1765541247.324724,2025-12-12T13:07:27.324724
sensor.shelly_pro_3_em_netzbezug,224,1765541574.2915325,2025-12-12T13:12:54.291533
sensor.shelly_pro_3_em_netzbezug,221,1765541874.3200526,2025-12-12T13:17:54.320053
sensor.shelly_pro_3_em_netzbezug,261,1765542140.310968,2025-12-12T13:22:20.310968
sensor.shelly_pro_3_em_netzbezug,251,1765542440.3207252,2025-12-12T13:27:20.320725
sensor.shelly_pro_3_em_netzbezug,123,1765542765.324926,2025-12-12T13:32:45.324926
sensor.shelly_pro_3_em_netzbezug,122,1765543065.3061426,2025-12-12T13:37:45.306143
sensor.shelly_pro_3_em_netzbezug,130,1765543391.3265975,2025-12-12T13:43:11.326597
sensor.shelly_pro_3_em_netzbezug,113,1765543691.4338348,2025-12-12T13:48:11.433835
sensor.shelly_pro_3_em_netzbezug,76,1765544016.3071015,2025-12-12T13:53:36.307101
sensor.shelly_pro_3_em_netzbezug,89,1765544256.3318913,2025-12-12T13:57:36.331891
sensor.shelly_pro_3_em_netzbezug,76,1765544581.4443579,2025-12-12T14:03:01.444358
sensor.shelly_pro_3_em_netzbezug,89,1765544881.3494391,2025-12-12T14:08:01.349439
sensor.shelly_pro_3_em_netzbezug,117,1765545507.2987816,2025-12-12T14:18:27.298782
sensor.shelly_pro_3_em_netzbezug,124,1765545832.4443576,2025-12-12T14:23:52.444358
sensor.shelly_pro_3_em_netzbezug,102,1765546072.2954125,2025-12-12T14:27:52.295413
sensor.shelly_pro_3_em_netzbezug,110,1765546372.293788,2025-12-12T14:32:52.293788
sensor.shelly_pro_3_em_netzbezug,115,1765546698.3079,2025-12-12T14:38:18.307900
sensor.shelly_pro_3_em_netzbezug,150,1765546998.2936528,2025-12-12T14:43:18.293653
sensor.shelly_pro_3_em_netzbezug,160,1765547323.2966185,2025-12-12T14:48:43.296618
sensor.shelly_pro_3_em_netzbezug,164,1765547623.3813748,2025-12-12T14:53:43.381375
sensor.shelly_pro_3_em_netzbezug,167,1765548189.3050992,2025-12-12T15:03:09.305099
sensor.shelly_pro_3_em_netzbezug,168,1765548515.3304722,2025-12-12T15:08:35.330472
sensor.shelly_pro_3_em_netzbezug,217,1765548815.3000934,2025-12-12T15:13:35.300093
sensor.shelly_pro_3_em_netzbezug,256,1765549141.629291,2025-12-12T15:19:01.629291
sensor.shelly_pro_3_em_netzbezug,304,1765549441.308147,2025-12-12T15:24:01.308147
sensor.shelly_pro_3_em_netzbezug,289,1765549706.3163545,2025-12-12T15:28:26.316355
sensor.shelly_pro_3_em_netzbezug,253,1765550009.3101578,2025-12-12T15:33:29.310158
sensor.shelly_pro_3_em_netzbezug,2170,1765550335.2980833,2025-12-12T15:38:55.298083
sensor.shelly_pro_3_em_netzbezug,2137,1765550635.3041759,2025-12-12T15:43:55.304176
sensor.shelly_pro_3_em_netzbezug,2175,1765550900.29117,2025-12-12T15:48:20.291170
sensor.shelly_pro_3_em_netzbezug,2158,1765551200.295778,2025-12-12T15:53:20.295778
sensor.shelly_pro_3_em_netzbezug,2233,1765551526.3388226,2025-12-12T15:58:46.338823
sensor.shelly_pro_3_em_netzbezug,2227,1765551826.3286119,2025-12-12T16:03:46.328612
sensor.shelly_pro_3_em_netzbezug,2179,1765552152.309807,2025-12-12T16:09:12.309807
sensor.shelly_pro_3_em_netzbezug,2144,1765552454.2841835,2025-12-12T16:14:14.284184
sensor.shelly_pro_3_em_netzbezug,295,1765552780.3063138,2025-12-12T16:19:40.306314
sensor.shelly_pro_3_em_netzbezug,384,1765553020.2882974,2025-12-12T16:23:40.288297
sensor.shelly_pro_3_em_netzbezug,378,1765553346.4587855,2025-12-12T16:29:06.458786
sensor.shelly_pro_3_em_netzbezug,333,1765553586.2877612,2025-12-12T16:33:06.287761
sensor.shelly_pro_3_em_netzbezug,332,1765553646.286862,2025-12-12T16:34:06.286862
sensor.shelly_pro_3_em_netzbezug,322,1765553706.289633,2025-12-12T16:35:06.289633
sensor.shelly_pro_3_em_netzbezug,311,1765553766.290388,2025-12-12T16:36:06.290388
sensor.shelly_pro_3_em_netzbezug,314,1765553826.3157504,2025-12-12T16:37:06.315750
sensor.shelly_pro_3_em_netzbezug,310,1765553886.3034744,2025-12-12T16:38:06.303474
sensor.shelly_pro_3_em_netzbezug,398,1765553971.9050946,2025-12-12T16:39:31.905095
sensor.shelly_pro_3_em_netzbezug,217,1765554272.3099048,2025-12-12T16:44:32.309905
sensor.shelly_pro_3_em_netzbezug,200,1765554598.4527204,2025-12-12T16:49:58.452720
sensor.shelly_pro_3_em_netzbezug,211,1765555138.2971973,2025-12-12T16:58:58.297197
sensor.shelly_pro_3_em_netzbezug,181,1765555463.2878363,2025-12-12T17:04:23.287836
sensor.shelly_pro_3_em_netzbezug,195,1765555763.300918,2025-12-12T17:09:23.300918
sensor.shelly_pro_3_em_netzbezug,220,1765556028.2998843,2025-12-12T17:13:48.299884
sensor.shelly_pro_3_em_netzbezug,233,1765556388.3255405,2025-12-12T17:19:48.325541
sensor.shelly_pro_3_em_netzbezug,235,1765556653.3423905,2025-12-12T17:24:13.342391
sensor.shelly_pro_3_em_netzbezug,307,1765556954.2958333,2025-12-12T17:29:14.295833
sensor.shelly_pro_3_em_netzbezug,314,1765557279.310162,2025-12-12T17:34:39.310162
sensor.shelly_pro_3_em_netzbezug,363,1765557580.2852547,2025-12-12T17:39:40.285255
sensor.shelly_pro_3_em_netzbezug,281,1765557846.3118975,2025-12-12T17:44:06.311898
sensor.shelly_pro_3_em_netzbezug,280,1765558146.2878082,2025-12-12T17:49:06.287808
sensor.shelly_pro_3_em_netzbezug,1018,1765558471.296795,2025-12-12T17:54:31.296795
sensor.shelly_pro_3_em_netzbezug,769,1765558771.276851,2025-12-12T17:59:31.276851
sensor.shelly_pro_3_em_netzbezug,654,1765559097.2931235,2025-12-12T18:04:57.293123
sensor.shelly_pro_3_em_netzbezug,294,1765559397.2819483,2025-12-12T18:09:57.281948
sensor.shelly_pro_3_em_netzbezug,332,1765559457.2858498,2025-12-12T18:10:57.285850
sensor.shelly_pro_3_em_netzbezug,631,1765559517.2769096,2025-12-12T18:11:57.276910
sensor.shelly_pro_3_em_netzbezug,333,1765559602.4232163,2025-12-12T18:13:22.423216
sensor.shelly_pro_3_em_netzbezug,578,1765559662.286005,2025-12-12T18:14:22.286005
sensor.shelly_pro_3_em_netzbezug,455,1765559722.2894056,2025-12-12T18:15:22.289406
sensor.shelly_pro_3_em_netzbezug,333,1765559962.3069851,2025-12-12T18:19:22.306985
sensor.shelly_pro_3_em_netzbezug,1185,1765560287.2903588,2025-12-12T18:24:47.290359
sensor.shelly_pro_3_em_netzbezug,1658,1765560587.3697703,2025-12-12T18:29:47.369770
sensor.shelly_pro_3_em_netzbezug,263,1765560912.2893195,2025-12-12T18:35:12.289320
sensor.shelly_pro_3_em_netzbezug,259,1765561212.2872794,2025-12-12T18:40:12.287279
sensor.shelly_pro_3_em_netzbezug,248,1765561537.2946675,2025-12-12T18:45:37.294667
sensor.shelly_pro_3_em_netzbezug,264,1765561777.2874,2025-12-12T18:49:37.287400
sensor.shelly_pro_3_em_netzbezug,565,1765562102.4670155,2025-12-12T18:55:02.467016
sensor.shelly_pro_3_em_netzbezug,407,1765562402.2913175,2025-12-12T19:00:02.291317
sensor.shelly_pro_3_em_netzbezug,333,1765562727.4238102,2025-12-12T19:05:27.423810
sensor.shelly_pro_3_em_netzbezug,291,1765563027.2851036,2025-12-12T19:10:27.285104
sensor.shelly_pro_3_em_netzbezug,290,1765563352.4494228,2025-12-12T19:15:52.449423
sensor.shelly_pro_3_em_netzbezug,292,1765563592.286299,2025-12-12T19:19:52.286299
sensor.shelly_pro_3_em_netzbezug,442,1765563892.285965,2025-12-12T19:24:52.285965
sensor.shelly_pro_3_em_netzbezug,372,1765564218.2892272,2025-12-12T19:30:18.289227
sensor.shelly_pro_3_em_netzbezug,383,1765564518.2944655,2025-12-12T19:35:18.294466
sensor.shelly_pro_3_em_netzbezug,382,1765564843.3264537,2025-12-12T19:40:43.326454
sensor.shelly_pro_3_em_netzbezug,378,1765565143.3997211,2025-12-12T19:45:43.399721
